Title,Summary,Cosine Similarity,Label
Jokowi Resmikan Taman Kusuma Bangsa di IKN: Bentuk Penghormatan ke Pahlawan,"Presiden Joko Widodo (Jokowi) meresmikan Taman Kusuma Bangsa di Ibu Kota Nusantara (IKN). Adanya taman itu sebagai bentuk penghormatan kepada para pahlawan dan pejuang bangsa. "" Sementara itu, Dirjen Cipta Karya Kementerian PUPR Diana Kusumastuti mengatakan taman ini dirancang sebagai tempat penghormatan bagi para pahlawan Indonesia, di mana nantinya akan diadakan acara renungan suci setiap 17 Agustus pukul 00.00. Diana juga menambahkan, Taman Kusuma Bangsa menjadi bagian integral dari kawasan beranda Nusantara, yang dilengkapi dengan sayap pelindung Nusantara dan tiang bendera. Bahkan tiang bendera setinggi 79 meter tersebut telah mencetak rekor Muri sebagai tiang bendera tertinggi di Indonesia. "" Selain itu, juga ada beranda Nusantara, itu semacam tempat yang terbuat dari bambu yang di situ nanti akan ada informasi-informasi terkait dengan bagaimana pembangunan Ibu Kota Nusantara ini dilakukan selama pelaksanaannya,"" ujarnya. Tampak hadir pula kurator IKN Ridwan Kamil, Panglima TNI Jenderal Agus Subiyanto, Pj Gubernur Kalimantan Timur Akmal Malik, dan perancang Taman Kusuma Bangsa Nyoman Nuarta.",0.31722063,relevan
"Staf Panitera PN Depok Todong Warga Pakai Airsoft Gun, Izin Kepemilikan Mati","Staf panitera Pengadilan Negeri (PN) Depok berinisial DN menodongkan airsoft gun ke orang lain. Untuk airsoft gun izinnya mati,"" kata Kapolres Metro Depok Kombes Arya saat dihubungi wartawan, Senin 12 Agustus 2024. Arya mengatakan pihaknya tengah memproses pelaku dalam laporan penganiayaan. ""Dan kita proses baik laporan penganiayaan, perbuatan tidak menyenangkannya. Polisi mengatakan peristiwa itu terjadi lantaran dipicu masalah pembongkaran bangunan. "" Kemudian pelaku mengambil senjata api (senpi) jenis airsoft gun untuk menakuti korban. Imbasnya, terjadilah perselisihan tersebut. "" Dan terjadi saling dorong-mendorong,"" jelasnya.",0.92449474,relevan
"Waspada Nomor Kontak Palsu di Google Maps, Info Kantor Imigrasi Ikut Diubah","Ramai dibahas soal pemalsuan nomor kontak lokasi bisnis di Google Maps. Bahkan informasi kantor Imigrasi juga ikut diubah. Pelaku disebut meminta sejumlah uang lewat nomor kontak palsu itu. Nomor kontak Kantor Imigrasi di Google Maps juga ikut diubah. Masyarakat diimbau untuk berhati-hati dengan nomor kontak WhatsApp palsu 081230030440 yang diselipkan pada informasi alamat pada laman Google Maps sejumlah Kantor Imigrasi,"" demikian keterangan yang ditulis Ditjen Imigrasi, dilihat detikcom, Senin 12 Agustus 2024. Dijelaskan bahwa nomor tersebut tidak valid sehingga kuat dugaan upaya penipuan. "" Dia mengimbau warga untuk tidak mudah percaya. "" Selalu double check, jangan mudah percaya. Ditjen Imigrasi juga akan minta operator seluler memblokir nomor tersebut,"" demikian tulis Ditjen Imigrasi. Simak juga Video 'Lagi-lagi Kebocoran Data di Indonesia':",0.7442881,relevan
KPK Terbitkan SP3 Kasus Suap Surya Darmadi,"Komisi Pemberantasan Korupsi (KPK) telah menerbitkan surat perintah penghentian penyidikan (SP3) perkara bos PT Duta Palma, Surya Darmadi, dalam kasus dugaan suap terkait alih fungsi hutan di Provinsi Riau. Dalam dokumen yang diberikan Maqdir, Senin 12 Agustus, surat tersebut tertanda nomor B/360/DIK.00/23/06/2024. Dihubungi terpisah, Jubir KPK Tessa Mahardhika membenarkan KPK telah SP3 perkara Surya Darmadi. "" Benar,"" kata Tessa ketika dimintai konfirmasi. Adapun Surya Darmadi dijerat sebagai tersangka sejak 2019 melalui pengembangan kasus yang diusut KPK dari perkara yang sebelumnya membelit mantan Gubernur Riau Annas Maamun. Baik Annas maupun Gulat telah divonis bersalah hingga putusannya berkekuatan hukum tetap. Kemudian KPK mengembangkan penyidikan hingga menjerat korporasi dan dua tersangka lagi. Sedangkan 2 tersangka lainnya adalah Suheri Terta sebagai Legal Manager PT Duta Palma Group tahun 2014 dan Surya Darmadi sebagai pemilik PT Darmex Group atau PT Duta Palma. Mereka diduga terlibat dalam kasus suap terkait pengajuan revisi alih fungsi hutan di Provinsi Riau pada Kementerian Kehutanan tahun 2014. "" Setelah menemukan bukti permulaan yang cukup, KPK meningkatkan perkara tersebut ke penyidikan dan menetapkan 3 pihak sebagai tersangka,"" ucap Wakil Ketua KPK saat itu Laode M Syarif di kantornya, Jalan Kuningan Persada, Jakarta Selatan, Senin 29 April 2019. Singkat cerita, Surya Darmadi menghilang.",0.86453296,relevan
10 Jaksa Senior yang Ditarik Kejagung dari KPK Mulai Bertugas Lagi September,"Sepuluh jaksa senior yang telah bertugas di KPK kini dipulangkan ke institusi asal ke Kejaksaan Agung (Kejagung). Itu SOP-nya, itu mekanismenya,"" kata Harli kepada wartawan di Kejaksaan Agung, Jakarta Selatan, Senin 12 Agustus 2024. ""Saat ini bahwa kalau tidak salah mereka akan mulai aktif di awal September, jadi sekarang sedang proses administrasi kepegawaiannya. Nanti soal di mana penempatan dan seterusnya,"" lanjutnya. Apakah misalnya ada syarat-syarat yang disyaratkan. Misalnya, terkait soal kepangkatan, pengalaman. Tentu ini akan kami perhatikan,"" jelas Harli. "" Sebagai informasi, sepuluh jaksa yang ditarik dari lembaga antirasuah itu yakni Kabag Pemberitaan KPK Ali Fikri, Kabiro Hukum KPK Ahmad Burhanudin, serta Kepala Bagian Perancangan Peraturan dan Produk Hukum KPK Andhi Kurniawan. Mereka adalah Andry Prihandono, Ariawan Agustiartono, Arif Suhermanto, Atty Novianty, Arin Karniasari, Putra Iskandar, dan Titik Utami.",0.35097408,relevan
"Jaksa Bakal Hadirkan Lagi Fify Mulyani di Sidang Gazalba, Dalami Cicilan KPR","Jaksa KPK berencana kembali menghadirkan Fify Mulyani, teman dekat Hakim Agung nonaktif Gazalba Saleh, dalam persidangan lanjutan kasus gratifikasi dan tindak pidana pencucian uang (TPPU) terkait penanganan perkara di Mahkamah Agung (MA). Rencananya, Fify akan dihadirkan dalam persidangan kasus Gazalba Saleh yang digelar pada Kamis 15 Agustus 2024. Jaksa menilai ada bukti yang harus diklarifikasi kepada Fify. "" Menurutnya, ada aliran uang dari Gazalba kepada Fify. "" Jadi kemarin kan disampaikan bahwa yang bersangkutan ini kan ada membayar KPR secara tunai. Nah, kita ada bukti-bukti lain yang akan kita counter terkait dengan pembelaan tersebut. Menguatkan dakwaan kita bahwa sebenarnya yang disampaikan Fify kemarin tidak benar. Pertama, Gazalba disebut menerima USD 18 ribu atau Rp 200 juta yang merupakan bagian dari total gratifikasi Rp 650 juta saat menangani perkara kasasi Jawahirul Fuad. Uang itu diterima oleh Gazalba bersama Neshawaty Arsjad. Berikutnya, menurut jaksa, Gazalba juga menerima penerimaan lain, yakni SGD 1.128.000, USD 181.100 dan Rp 9.429.600.000 (Rp 9,4 miliar) pada 2020-2022. Jaksa mengatakan Gazalba kemudian menyamarkan uang itu dalam berbagai hal, salah satunya melunasi KPR teman dekatnya bernama Fify Mulyani. "" Bahwa pada tahun 2019 bertempat di Sedayu City at Kelapa Gading Cluster Eropa Abbey Road 3 No 039 Cakung, Jakarta Timur, Terdakwa bersama-sama dengan Fify Mulyani yang merupakan teman dekat Terdakwa membeli satu unit rumah dengan harga Rp 3.891.000.000 (Rp 3,8 miliar),"" ucap jaksa dalam sidang dakwaan di Pengadilan Tipikor Jakarta, Senin 6 Mei 2024. Jaksa mengatakan Fify kemudian mengajukan kredit pemilikan rumah (KPR) melalui salah satu bank swasta senilai Rp 3,4 miliar pada 30 Agustus 2019.",0.19230738,relevan
Kisah Peserta JKN Manfaatkan Fasilitas Rawat Inap Tanpa Batasan Hari,"Seorang ibu rumah tangga asal Sesar Sintang, Kartini merasakan manfaat dari kehadiran Program Jaminan Kesehatan Nasional (JKN). Dia mengaku telah terbantu secara finansial karena kebutuhan akan akses pelayanan kesehatan yang berkualitas dapat dijangkau dengan mudah dan murah tanpa terkecuali. "" Dia menegaskan bahwa tidak ada keluhan yang dirasakan selama menggunakan layanan ini. Selain itu, Kartini juga mengapresiasi BPJS Kesehatan karena tidak pernah memungut biaya tambahan selama ia mendapatkan pelayanan maupun kebutuhan akan obat-obatan selama rawat jalan. Semua fasilitas itu ia dapatkan secara gratis tanpa dipungut biaya tambahan apapun. Kartini saat ini sedang dirawat inap akibat komplikasi penyakit yang diawali dengan gejala maag kronis. Keluhan awalnya memang sakit dan sempat muntah darah sebelum dibawa ke rumah sakit itu, tapi karena dirasa badan saya semakin turun kondisinya maka saya ke rumah sakit untuk mengetahui penyebab dan gejala utamanya. Pada saat di rumah sakit baru diketahui bahwa saya ternyata terkena komplikasi hingga sel hati saya tidak berfungsi, pada saat itu cukup shock atas vonis dokter namun, saya agak tenang karena katanya sementara dapat diatasi dengan perawatan intensif dan obat-obatan dari dokter,"" ujarnya. Dia menjelaskan bahwa pengobatan rutin di rumah selalu didukung oleh BPJS Kesehatan melalui Program Pasien Rujuk Balik (PRB). Menurutnya, Program tersebut sangatlah membantu dikala dirinya membutuhkan obat-obatan, hanya perlu datang ke apotek terdekat membawa buku PRB dirinya sudah mendapatkan segala paket obat secara lengkap dan tanpa dipungut biaya apa pun. "" Kartini menyampaikan pun rasa syukurnya atas kehadiran BPJS Kesehatan. Sejauh ini saya merasa sudah sangat puas dengan pelayanan BPJS Kesehatan baik secara administrasi maupun pelayanan kesehatan karena sudah sangat membantu dengan hadirnya BPJS Kesehatan. Saya harap BPJS Kesehatan semakin maju, dapat terus ada untuk membantu rakyat-rakyat kecil seperti kita ini.",0.14017874,berlebihan
Alasan Hakim Agung Gazalba Tak Lapor Alphard di LHKPN: Hadiah untuk Kakak,"Hakim Agung nonaktif Gazalba Saleh memberi penjelasan soal mobil Toyota Alphard yang tak dilaporkan dalam Laporan Harta Kekayaan Penyelenggara Negara (LHKPN). Ada pengeluaran untuk 31 Desember 2020 sebesar Rp 2,027 (miliar) sekian-sekian. Jadi, saya ingat pengeluaran itu berkaitan dengan pembelian Alphard untuk hadiah kakak saya,"" kata Gazalba dalam sidang kasus gratifikasi dan tindak pidana pencucian uang (TPPU) terkait penanganan perkara di Mahkamah Agung (MA) dengan terdakwa Gazalba Saleh di Pengadilan Tipikor Jakarta Pusat, Senin 12 Agustus 2024. Dia juga menjelaskan soal rumah di Citra Gran yang tidak dilaporkannya. Dia mengklaim hal itu terjadi karena dirinya ditahan KPK pada 2022 sehingga tidak sempat membuat LHKPN. ""Untuk rumah di Citra Gran, itu transaksinya kalau tidak salah pada 2022. Gazalba mengaku kesulitan mengisi LHKPN saat menjadi penyelenggara negara. Gazalba mengatakan hal itu dilakukannya, lantaran tidak ingin diintervensi. "" Untuk Pak Bahdar Saleh, bahwa saya memang benar pernah menegur beliau karena kami dalam bersaudara itu saling memperingatkan itu hal biasa, adik saya juga sering memperingatkan saya, kakak saya dan seterusnya,"" kata Gazalba. Jadi berkaitan dengan WhatsApp yang diperlihatkan jaksa, bahwa perkara itu saya jawab sekadarnya aja karena saya tidak mau lagi WhatsApp-an, saya tidak mau diintervensi oleh siapa pun,"" ujarnya. "" Gazalba mengaku memang terbuka kepada keluarganya. Termasuk, kata dia, berbicara mengenai perkara-perkara. "" Dalam persidangan, Bahdar Saleh mengaku sempat ditegur oleh Gazalba. Namun, Bahdar mengatakan dirinya tidak mengingat jelas mengenai teguran tersebut. "" Memang apa yang Bapak lakukan sehingga kena tegur?"" Hakim menanyakan pernah atau tidaknya Bahdar mengurus suatu perkara. "" Memang Saudara pernah ngurus-ngurus perkara berarti?""",0.20367345,relevan
"Bicara Forest City, Prabowo Minta Perencanaan IKN Antisipasi Bahaya Kebakaran","Menteri Pertahanan sekaligus Presiden terpilih RI, Prabowo Subianto, bicara terkait penanggulangan bencana di Ibu Kota Negara (IKN) Nusantara. Prabowo meminta pemerintah mewaspadai segala bencana. "" Penambahan personel dan peralatan pemadam kebakaran dinilai sangat diperlukan di IKN. ""Ini kita harus siap dengan teknologi yang ada, mungkin ada perencanaan yang besar menghadapi kemungkinan yang paling jelek, teknologi pemantauan dan juga penambahan pemadam kebakaran berkoordinasi, kita harus juga bantu badan bencana alam, BNPB mungkin harus dikonsentrasikan (di IKN),"" tutur Prabowo. Prabowo ingin meminimalisir IKN dari ancaman bencana.",0.9287963,relevan
"Prabowo Mau Cepat Berkantor di IKN: Pak Jokowi Susah-susah, yang Nikmati Saya","Presiden terpilih sekaligus Menteri Pertahanan, Prabowo Subianto, ingin segera berkantor di Ibu Kota Negara (IKN) Nusantara. Prabowo meminta maaf ke Presiden Joko Widodo (Jokowi) jika dia yang pertama menempati Istana Negara di IKN saat pemerintahannya nanti. Prabowo awalnya mengucapkan terima kasih kepada jajaran Otorita IKN yang telah bersusah payah dalam proses pembangunan. Prabowo mengaku bangga atas hal tersebut dan ingin segera berkantor di IKN. Padahal, menurut dia, Jokowi-lah yang bersusah payah menginisiasi pembangunan IKN. "" Pak Jokowi yang susah-susah, yang menikmati pertama saya, ya itulah takdir, Pak, minta maaf, Pak. Jadi saya bertekad juga untuk tegaskan di sini bahwa kita akan lanjutkan.",0.85673076,relevan
"Gempa M 5,3 Guncang Pulau Doi Maluku Utara","Gempa bumi berkekuatan magnitudo (M) 5,3 mengguncang Kabupaten Pulau Doi, Maluku Utara. Pusat gempa berada di laut, 125 km barat laut Pulau Doi,"" tulis BMKG. BMKG mengatakan informasi gempa yang diberikan mengutamakan kecepatan sehingga dapat terjadi perubahan data. Skala II artinya getaran dirasakan oleh beberapa orang, benda-benda ringan yang digantung bergoyang. Terasa getaran seakan-akan ada truk berlalu.",0.9676103,relevan
