Title,Summary,Cosine Similarity,Label
"Tak Persoalkan Muktamar PKB Tandingan, Yaqut: Pengesahannya di Kemenkumham","Menteri Agama Menag Yaqut Cholil Qoumas mengatakan kepengurusan Partai Kebangkitan Bangsa PKB yang sah ada di tangan Kementerian Hukum dan Hak Asasi Manusia Kemenkumham. Kita hargai saja perspektif temanteman yang punya agenda untuk melakukan muktamar yang berbeda dengan muktamar di Bali, ujar Yaqut di Kompleks Parlemen, Senayan, Jakarta, Senin 2 September 2024. Kan tinggal nanti pengesahannya di Kemenkumham, sambung dia. Di sisi lain, Yaqut mengklaim saat ini dirinya masih berstatus sebagai kader PKB. Ia merasa tak pernah mendapatkan surat pemecatan dari DPP PKB. Muktamar tandingan itu boleh dalam mekanisme politik ya. Kalau saya sih enggak menginisiasi setidaknya, imbuh dia.",0.88804746,relevan
"Saksi Kasus Pungli Rutan KPK Sempat Kabur, Dibekali Uang Rp 120 Juta","Pemilik rekening yang digunakan untuk menampung uang pungutan liar Pungli di Rumah Tahanan Rutan KPK Gunawan Kristiyanto mengaku diminta melarikan diri dan dibekali uang puluhan Rp 120 juta. Gunawan merupakan driver ojek online yang rekeningnya digunakan oleh tahanan sekaligus korting koordinator tingkat di Rutan, Yoory Corneles untuk mengumpulkan uang pungli sebelum disetorkan ke petugas Rutan KPK. tanya Jaksa KPK di ruang sidang Pengadilan Tipikor Jakarta Pusat, Senin 2 September 2024. "" Om Petrus menyampaikan enggak perintah untuk keluar ini siapa lagi yang memerintahkan?"" Pria itu kemudian melarikan diri ke Pemalang, Pekalongan, dan Cirebon, atau kawasan pesisir utara Jawa selama empat minggu. ""Ini berapa lama saudara melarikan diri sembunyisembunyi ini?"" Menurut Gunawan, Petrus memberinya uang Rp 75 juta untuk kabur. Sebanyak Rp 40 juta ia transfer ke istrinya.",0.67535603,relevan
Organisasi Kepemudaan Lintas Agama Siap Sambut Paus Fransiskus dengan Sukacita,"Gerakan pemuda lintas agama di Indonesia siap menyambut kedatangan Paus Fransiskus yang dijadwalkan pada 36 September 2024. Kami menyambut suka cita kedatangan Paus Fransiskus,"" katanya dalam konferensi pers di Mercure TB Simatupang, Jakarta Selatan, Senin 2 September 2024. Kami menyerukan kepada anak bangsa lintas agama senantiasa memperkuat kohesi dalam kebinekaan yang terbukti sukses selama berabad abad,"" katanya. Dia menekankan pentingnya menjaga persatuan agar Indonesia tidak mengalami nasib seperti negara lain yang terpecah akibat konflik internal. "" Para pemimpin muda lintas agama di berbagai daerah bisa membuat kegiatankegiatan keragaman berbasis kreatitas yang dapat menjaga antar elemen tetap mesra dan harmonis,"" lanjutnya.",0.8741212,relevan
KPK dan OPDAT AS Tingkatkan Keterampilan Penanganan Kasus Pencucian Uang,"Komisi Pemberantasan Korupsi KPK bekerja sama dengan OPDAT Overseas Prosecutorial Assistance and Training dari Amerika Serikat mengadakan lokakarya untuk meningkatkan keterampilan pegawai KPK dalam menangani kasus Tindak Pidana Pencucian Uang TPPU. Wakil Ketua KPK Nurul Ghufron mengatakan, negaranegara lepas pantai sering dimanfaatkan untuk kejahatan keuangan dan pencucian uang, terutama oleh pelaku korupsi. "" Oleh karena itu, KPK menekankan pentingnya aparat penegak hukum untuk memahami dan mengatasi risiko ini. Ghufron juga menekankan pentingnya kolaborasi internasional dalam pemberantasan korupsi yang kini bersifat lintas batas. "" KPK berharap kerja sama dengan OPDAT ini dapat memperkuat kemampuan KPK dalam menangani kasus pencucian uang dan pemulihan aset,"" tuturnya. Adapun lokakarya ini adalah pertemuan kedua setelah suksesnya sesi pertama yang diadakan di Bandung pada awal tahun 2024. Sebanyak 30 peserta dari berbagai direktorat KPK hadir dalam acara ini, dan lokakarya berikutnya tentang Cryptocurrency akan dilanjutkan pekan depan di Bogor. Acara ini juga dihadiri oleh Direktur Sosialisasi dan Kampanye KPK Amir Arief, Direktur Pendidikan dan Pelatihan Antikorupsi KPK Yonatan Tangdilintin, serta perwakilan dari FBI dan USDOJ.",0.2892331,relevan
"Jadi Korban Pungli Rutan KPK, Eks Tahanan: Tidak Mungkin Saya Tolak","Mantan tahanan Komisi Pemberantasan Korupsi KPK Dono Purwoko mengungkapkan, para tahanan tidak punya pilihan lain selain membayar pungutan liar Pungli yang diminta oleh petugas Rumah Tahanan Rutan Cabang KPK. Saya berpikir ulang bahwa tidak mungkin saya tolak, saya enggak punya pilihan,"" kata Dono di PN Jakarta Pusat, Senin. Mulanya, Majelis Hakim Pengadilan Tipikor Jakarta Pusat mengulik setoran dari Dono kepada tahanan senior yang ditunjuk untuk mengumpulkan uang dari para tahanan. Dono mendekam di Rutan KPK Cabang Pomdam Jaya Guntur karena tersangkut kasus korupsi proyek pembangunan Kampus Institut Pemerintahan Dalam Negeri IPDN pada Kementerian Dalam Negeri Kemendagri di Minahasa, Sulawesi Utara. Hakim lantas mengulik apakah ada peringatan atau sanksi yang dijatuhkan petugas rutan terhadap tahanan yang tidak mau membayar pungli. Sebab, jika menolak, petugas rutan akan mempersulit atau membuat masalah kepada semua tahanan lain. Namun, di sisi lain, ia menyaksikan para tahanan dimakimaki supaya membayar uang pungli.",0.5383574,relevan
BSSN Dukung Penuh Rencana Pembentukan TNI Angkatan Siber,"Kepala Badan Siber dan Sandi Negara BSSN Hinsa Siburian menegaskan bahwa pihaknya mendukung setiap kebijakan pemerintah, termasuk rencana pembentukan TNI Angkatan Siber. "" Ya tentu itu kan terkait dengan kebijakan pemerintah ya, pada prinsipnya BSSN sama lah dengan, pasti kita akan mendukung kebijakan pemerintah tentunya,"" kata Hinsa usai rapat di Gedung MPR/DPR RI, Senin 2 September 2024. Hinsa juga menyatakan bahwa tantangan keamanan siber saat ini terus berkembang, sehingga diperlukan penanganan yang lebih adaptif. "" Sementara itu, Kepala Pusat Penerangan Kapuspen TNI Mayjen R Nugraha Gumilar mengatakan bahwa Markas Besar TNI masih menggodok pembentukan angkatan keempat, yaitu Angkatan Siber. Angkatan ini diusulkan menjadi angkatan keempat setelah Angkatan Darat, Laut, dan Udara. Mudahmudahan, kami masih menunggu informasi selanjutnya, tutur Gumilar.",0.7623434,relevan
Menag: Kunjungan Paus Beri Pesan Kebersamaan di Tengah Perbedaan,"Menteri Agama Yaqut Cholil Qoumas mengatakan, kunjungan Paus Fransiskus ke Indonesia memberi pesan mengenai pentingnya merawat kebersamaan di tengah keberagaman. Ini menunjukkan bahwa pesan, ada pesan yang ingin disampaikan. Kenapa datangnya ke Indonesia yang sangat multi religi, agamanya banyak gitu. Saya kira ada pesan perdamaian yang akan disampaikan oleh Paus, kata Yaqut. Paus Fransiskus dijadwalkan berkunjung ke Indonesia pada 36 September 2024. Pertama adalah Paus Santo Paulus VI yang berkunjung pada 34 Desember 1970. Setelah 35 tahun, Paus Fransiskus melakukan perjalanan apostolik ke Indonesia.",0.9344758,relevan
"TKN Harap Gubernur Jakarta Bukan Oposisi Prabowo, Emil: Kami Satu Frekuensi","Pihak Tim Kampanye Nasional TKN PrabowoGibran berharap gubernur dan wakil gubernur Jakarta yang terpilih nanti bukan pihak yang menjadi oposisi pemerintah pusat. Sebagai kepala daerah baik gubernur, bupati, wali kota secara konstitusi harus tunduk melaksanakan kebijakan strategis yang dibuat pemerintah pusat,"" kata Moti di kawasan Ampera, Jakarta Selatan, Minggu 1 September 2024. Moti mengatakan, relawan PrabowoGibran yang kini bertransformasi menjadi di antaranya, Pasukan Jalak dan Relawan Khusus Jakarta Baru RKJB, berharap Emil dan Suswono turut menyukseskan program PrabowoGibran selaku presiden dan wakil presiden terpilih di Jakarta. Di antara program itu meliputi makan siang gratis untuk anakanak, bantuan gizi bagi ibu hamil, dan lainnya. "" Kami satu komando mendukung seluruh program kerja Pak Prabowo dan Mas Gibran untuk memimpin pemerintahan, kata Kristadi. Sementara itu, Ridwan Kamil menyatakan, jika terpilih kelak ia Prabowo bisa fokus menangani persoalan nasional sementara ia dan Suswono membangun Jakarta yang tidak lagi menjadi ibu kota negara. Kalau kami menang insyaallah kan berarti Pak Presiden Prabowo juga satu frekuensi dengan kami sebagai samasama koalisi kan,"" kata Emil. "" Artinya nah itu yang penting, beliau tenang, beliau fokus.",0.14020373,relevan
Ridwan Kamil Sebut Prabowo Bisa Tenang Jika Ia Menang Pilkada Jakarta,"Calon Gubernur Jakarta Ridwan Kamil atau Emil menyebut, presiden terpilih Prabowo Subianto bisa tenang jika ia dan calon wakilnya, Suswono memenangi pemilihan kepala daerah Pilkada Jakarta 2024. Artinya nah itu yang penting, beliau tenang, beliau fokus. Jakarta diurus oleh koalisi,"" lanjut Emil. Menurut Emil, jika ia dan Suswono terpilih, maka lima tahun ke depan dalam roda kepemimpinan di Jakarta tidak akan ada drama dengan DPRD. Artinya apa, kalau kami nanti takdirnya ada, lima tahun itu beritanya tentang kerja. Pada kesempatan yang sama, mantan Komandan Golf TKN PrabowoGibran, Haris Rusly Moti mengatakan, pihaknya berharap EmilSuswono nantinya bisa turut menyukseskan realisasi program pemerintahan pusat di Jakarta. Menurutnya, wajar ketika lembaga legislatif seperti DPR RI menjadi pengawas dan oposan pemerintah. Namun, Kepala daerah, kata dia, tidak bisa menjadi oposisi pemerintah pusat. Programprogram pemerintah pusat dan daerah harus selaras dan harmoni.",0.49999103,relevan
Prabowo Perintahkan Relawan TKN Menangkan Ridwan Kamil-Suswono,"Presiden terpilih Prabowo Subianto disebut memberikan mandat kepada para relawan Tim Kampanye Nasional TKN pada Pemilihan Presiden Pilpres lalu untuk mendukung Ridwan Kamil - Suswono di Pilkada Jakarta. Dalam acara itu, Moti dan sejumlah mantan relawan yang turut memenangkan PrabowoGibran mendeklarasikan dukungan kepada Ridwan KamilSuswono. Diajukan Pak Prabowo menjadi calon Wali Kota Bandung dan beliau terpilih jadi Wali Kota Bandung. Lebih lanjut, Moti menggarisbawahi pentingnya kepala daerah yang sejalan dengan pemerintah pusat. Menurutnya akan menjadi persoalan jika kepala daerah menjadi oposisi dalam tubuh pemerintah karena bisa menghambat realisasi programprogram presiden dan wakil presiden terpilih. "" Sebagai kandidat yang diusung partai koalisi pendukung PrabowoGibran, ia berharap jika terpilih kelak bisa membuat pemerintah pusat fokus merealisasikan program kerja mereka. "" Kalau kami menang, Pak Prabowo satu frekuensi dengan kami, itu yang penting, beliau tenang, beliau fokus,"" ujar Emil.",0.57079154,nonrelevan
KPU: Ada 2 Alternatif jika Calon Tunggal Kalah di Pilkada,"Ketua Divisi Teknis KPU RI Idham Holik mengatakan, ketika calon tunggal kalah maka sesuai ketentuan Pasal 54 D Ayat 3, ada pilkada ulang yang dapat diselenggarakan pada tahun berikutnya atau sesuai jadwal lima tahun sekali. "" Jika tidak, daerah tersebut dipimpin oleh penjabat kepala daerah. "" Idham menyampaikan, sesuai aturan yang tercantum itu, terdapat dua alternatif ketika calon tunggal tidak dapat memperoleh lebih dari 50 persen suara sah. Berikut daftar daerah dengan satu pasangan calon pada Pilkada Serentak 2024 Pilkada Provinsi dari 37 daerah yang menyelenggarakan pilkada terdapat satu provinsi dengan calon tunggal yaitu di Papua Barat. Provinsi Sumatera Utara Kabupaten Tapanuli Tengah, Asahan, Pakpak Bharat, Serdang Berdagai, Labuhanbatu Utara, dan Nias Utara. Provinsi Sumatera Selatan di Kabupaten Ogan Ilir, dan Empat Lawang. Provinsi Bengkulu berada di Kabupaten Bengkulu Utara. Selanjutnya, Provinsi Kepulauan Bangka Belitung ada di dua kabupaten dan satu kota yaitu Kabupaten Bangka, Bangka Selatan, dan Kota Pangkal Pinang. Provinsi Kepulauan Riau terdapat di Kabupaten Bintan.",0.26803052,relevan
JPPR: Jumlah Paslon Tunggal pada Pilkada 2024 Paling Rendah Sejak 2015,"Jaringan Pendidikan Pemilih untuk Rakyat JPPR mencatat jumlah pasangan calon tunggal pada Pemilihan Kepala Daerah Pilkada 2024 menjadi yang terendah sejak 2015. Koordinator JPPR Rendy NS Umboh menyebut, ada 43 calon tunggal yang ada pada Pilkada 2024, sedangkan pada pilkada tahuntahun sebelumnya hingga 2015, secara kumulatif calon tunggal paling rendah berada di angka 53. "" Rendy mengatakan, penurunan calon tunggal tersebut merupakan efek dari putusan MK yang telah diterjemahkan dan dilaksanakan KPU lewat peraturan KPU dan surat edaran ke seluruh provinsi/kab/kota seIndonesia. Padahal, sebelum ada putusan MK terkait ambang batas threshold pencalonan kepala daerah, gejala politik tataran elite menginginkan danya calon tunggal yang masif. Dia menyampaikan, pola relasi dan keterikatan koalisi partai politik dalam mengusung calon kepala daerah sangat jelas terlihat mengarah kepada pengondisiaan kotak kosong, agar lebih mudah menata dan mengatur kemenangan dalam kontestasi pilkada. "" Jumlah 43 bakal paslon tunggal ini meningkat dibandingkan jumlah calon tunggal pada pilkada terakhir 2020 yakni 25 calon tunggal. Namun, secara persentase, angkanya menurun.",0.32876718,relevan
"Kunker ke Vancouver, Menko Airlangga Perkuat Kerja Sama RI-Kanada","Menteri Koordinator Menko Bidang Perekonomian Indonesia Airlangga Hartarto melakukan kunjungan kerja ke Vancouver, Kanada. Hadir pula perwakilan CanadaIndonesia Chamber of Commerce Chapter Pantai Barat Kanada, pengurus Persatuan Mahasiswa Indonesia di Kanada Permika, serta masyarakat dan mahasiswa Indonesia di Vancouver. Ia menekankan bahwa perekonomian Indonesia tetap tumbuh kuat meski di tengah tantangan global. "" Airlangga juga mengangkat sejumlah isu strategis yang menjadi tantangan bagi perekonomian Indonesia ke depan. Isuisu tersebut meliputi bonus demografi, upaya keluar dari middle income trap, transisi energi dan pengembangan energi terbarukan, ekonomi digital, serta peran Indonesia dalam kerangka kerja Digital Economy Framework Agreement DEFA. Di sektor ekonomi digital, Airlangga menyoroti peran Indonesia sebagai pemain utama startup di ASEAN, bahkan menempati peringkat keenam dunia dalam hal jumlah startup inovatif. "" Indonesia menjadi pemimpin di ASEAN dengan jumlah startup terbanyak,"" ujarnya. Selain itu, ia juga membahas skema kerja sama kawasan Asia Pasifik, seperti Regional Comprehensive Economic Partnership RCEP, The Comprehensive and Progressive Agreement for TransPacific Partnership CPTPP, dan IndoPacific Economic Framework IPEF. Mengenai aksesi Indonesia ke The Organisation for Economic Cooperation and Development OECD, Airlangga mengungkapkan bahwa Indonesia telah membentuk tim nasional untuk mempercepat proses tersebut.",0.19141123,berlebihan
